Q8TBF4
P9WG67
P32157
P68577
Q96BR1
Q96JP5
Q9ULZ2
Q9GZS3
P25535
Q91WA6
P09838
Q96C24
P0ADK6
Q9UUB7
P23561
Q96RS0
Q9LT15
P0ADE4
P9WQK7
Q57261
Q96FX7
O95619
Q9ZVD0
Q9VKM6
Q15697
Q9SUR9
P12758
P05919
P12755
P12757
P15806
Q08831
Q03433
P13482
P9WFY1
Q8C0V1
P9WFY7
Q8TBC4
P25325
P37387
P49888
P53276
O00300
P61092
Q13596
P22415
P01850
P9WLU3
P13574
P84022
Q07084
O60493
P38129
P13393
P10599
P38123
O60499
O00308
P06612
Q8GY88
O55013
Q8WTR7
P58451
Q92844
Q5VWG9
Q01831
Q91XD6
Q5D006
Q9M9P3
P14294
Q9NRY2
P84510
P27833
Q92995
G8JZS6
G8JZS4
P52912
Q61473
P47079
P06104
Q12400
P47075
P0AC51
Q9NRH2
P62837
Q9EPW9
Q8NBJ7
Q9BXR5
Q9BXR0
O49195
P53999
P18592
P95748
O48917
P46678
Q9Y2Y4
Q8VCZ6
P46670
P32380
P46675
Q99835
Q9Y6H5
P02930
O35718
P43489
P43488
P09052
Q06217
Q56WD9
Q8WV99
Q8R5C8
Q9NTG7
Q92973
P63045
Q92759
P54577
O95218
Q13114
P68363
P93003
P54578
P53378
Q9UEU0
Q92575
P52759
P04177
Q9SZF7
P42681
Q9HAU4
P32329
Q9JID9
P04179
P9WIE3
Q8TEY7
Q14247
Q81BL7
P19429
Q9GZZ9
P15731
P04610
Q7RTN6
P32366
P9WFC9
P32364
Q8L6Y1
Q91WP6
O75351
Q60596
Q99P68
Q02931
Q02939
Q9GT24
Q5XJA0
P97471
P05480
Q15750
P36421
P45748
P67809
P49427
P07213
Q9NYJ8
P12612
P50102
P22893
Q96RP3
P40688
Q9ULW0
Q16222
P38957
Q8K3F7
P37671
P19880
P75914
P40040
Q02159
Q12151
Q9HCE7
Q12159
Q9UNG2
Q9PW35
P47061
Q06385
Q03404
P51580
Q03406
P16473
Q9Z1W9
P01848
O14773
P49638
Q13569
P61086
Q13564
P62068
P61081
Q9H5I1
O60481
Q9Y3C8
P31142
P80318
P0ABV6
Q23972
P0AE01
P9WHH1
Q9WUN2
P18887
B4XVN1
O00204
P37288
O00206
Q8WTS6
P52839
P30291
Q08945
Q8PDA8
Q9BPZ7
Q5JIZ5
Q8SAS8
Q5D1E8
P09132
P17313
Q71U36
Q08491
Q15326
O00445
P84508
P84507
Q00177
O00338
Q07381
O95363
P37840
P9WFT1
Q8CHV6
Q12415
Q9V2G1
P39990
P29448
Q6IWL4
Q12962
Q9FGQ2
Q495A1
Q92187
Q04477
Q8BWP5
P9WFB9
P70452
Q04272
P05219
Q9R0M5
Q15036
O08712
P17643
Q9FKP8
P53965
Q23023
Q08231
O75509
Q6PHU5
P08062
P27796
O53779
Q00004
P62995
Q9U8W8
Q46919
Q9H4I2
Q15813
Q15814
P46995
Q15819
Q8K3Y6
O43752
P45530
P43585
Q940H6
Q9UI30
P32773
P32774
Q39230
P32776
Q8GU20
Q14493
P0A881
P03695
P78972
Q14258
P0C5Y7
O75695
Q2EES9
P20366
P19438
Q12369
Q12368
Q28735
P9WF43
P08312
Q92410
Q80VW5
Q6IBS0
Q6ZWJ1
Q04724
P08670
Q8K4V4
O95391
O43597
P16790
O14907
P40126
Q9QY24
Q92558
Q939U1
P49458
Q13309
P36094
O95399
P38825
Q96PM5
P07204
Q9Y5S1
Q86Y82
Q90WA1
Q05323
P0ADG4
Q9BQ15
Q3YN09
Q9I6J1
Q9I6J0
P36897
O35235
P40055
P19544
Q2NL82
Q5CCK4
Q7Z2W4
P37478
Q62420
P11172
P61765
P41587
Q6P4T1
O70480
P10600
Q03148
P37610
P93026
Q91YD9
Q9HD15
P59637
P62072
O58523
P21362
P77295
O14763
Q13573
Q9UJV3
Q13426
O07227
Q03707
Q53GS9
Q27272
P25515
Q06643
P37108
Q96B02
Q9LY46
P17028
P10733
Q9BYJ4
Q9BYJ9
Q01853
Q01852
Q9P2R7
Q91XB0
P35030
Q96I25
Q8NBZ7
P9WJ35
P21796
P70191
P04155
Q9BV40
Q9UMX0
Q9UMX1
Q9Y657
P07385
Q12420
P9WFU5
P49847
C8VTS4
Q810C0
P49848
P39453
P20581
Q9EPK5
Q86WV6
Q86WV5
Q86WV1
Q92889
P51809
Q9H1D0
Q46856
Q15029
Q9R0N7
Q9Y6X8
P22543
Q15022
Q86V81
Q9Y275
Q08224
Q9UKW4
Q9GZL7
Q05021
P0C0J0
P32563
P32566
O76094
P21579
Q9EPU5
Q8IY57
P39077
P39076
Q92956
Q46927
Q5JTV8
Q92959
P39079
P39078
Q921Z5
O43818
P42228
Q99962
Q99963
P42224
P42226
P42227
Q9NRC8
P43593
Q8TF30
P03689
P20351
P03681
P03682
Q9P289
Q99816
Q9UJA5
P38247
P41338
Q12314
P41541
P25490
Q8N4B1
Q9H269
Q89FH0
P63025
P53220
Q8NET8
P53228
P63028
P63027
Q04736
Q9Y9L0
Q09065
Q8K424
Q9UH99
P07947
P07236
Q9BQB4
Q9P246
Q02775
Q12220
Q02776
Q05516
P0AGM7
Q9Y5T5
P11387
Q5HZG4
P0AF36
P06492
P9WN85
Q9SIY3
P36068
P38935
Q8L3W1
Q8IUH5
Q13404
P0AGJ7
P20153
P80644
P80645
P0AGJ9
P36680
P36406
P85231
P63208
Q9BUZ4
Q06418
Q8K2X3
P55000
Q06411
P10636
P10637
P25311
Q67Z52
Q9UBQ0
P19971
Q12045
P16255
Q15797
Q15796
O14717
Q8I5R7
P69428
P34247
O00220
P20226
Q03774
Q06078
P77526
P77522
Q51368
P9WLZ7
P40486
P40485
Q9ZHQ1
P13721
P13726
Q07478
P0ADP7
O94276
Q99LM3
P13051
P13053
P09110
Q9M9S3
P47043
P16662
O60763
B1Q236
O60844
Q86UE8
P10646
Q9UMY4
O44342
Q06677
Q3E830
Q06672
Q06679
P0A8M3
P43298
E6Z0R4
E6Z0R3
Q9P270
P25865
Q3TUA9
Q9NQB0
Q969M7
P02787
P02786
Q9BZY9
Q38895
P02789
P02788
P45974
P48491
Q9M156
P78324
Q9M158
O14492
Q9SB61
P9WPW1
Q62226
O95926
Q9UKY1
P00782
P60340
P53165
P08245
Q9ES64
G5ED35
P21580
Q08457
Q05946
Q680Q4
Q87P32
P02929
P08427
Q13148
Q8U4G1
P13988
O43776
P04789
P52788
P04786
P76524
P35202
O13936
Q9H3E2
P79874
Q15906
O43173
P45352
P98155
Q12306
P06804
Q12308
P08294
P54787
Q05344
P53540
Q8W4L5
P15705
P32356
P20239
P42230
Q8IE47
Q02745
Q5SSZ7
P12956
O43557
Q9QUQ5
O00488
P54308
Q58293
Q4KL25
P46951
Q05506
P9WF91
P9WF97
P46959
Q3V3E1
Q7AKG9
Q8IWU9
P9WF77
P40073
P36057
P0ACS5
Q9JK48
Q15654
P82874
Q15650
Q9QY02
Q13432
Q13435
O95497
P63279
P63272
A7TZE6
Q9NXG2
O60907
Q9BRA2
P33338
O95721
Q9UBP6
Q9UBP0
Q63429
D0ZRB2
Q64337
Q66GR6
O42995
P60906
Q8ZL58
P62256
P62253
Q94218
Q8WWL2
P33242
Q13889
Q13888
O00141
P77395
Q15475
P27090
P0ADS2
P07147
P48643
Q9NQ88
Q6IEG0
Q6ZYL4
Q03161
O35433
Q9H2B2
P38272
P56279
P38276
P69346
P21170
P31266
Q8NBT2
P06782
Q12931
P0C074
P17752
P06789
P37837
Q8E9K5
Q03290
Q9NP77
P9WQA5
P70281
P70280
P70460
P9WFA5
Q86UX7
P29101
Q9NQA5
Q86WT6
P35184
P34690
P35189
O30916
P34164
P34697
O00762
P29508
P47142
Q9Y0H4
Q9Y210
P78330
Q9H668
Q39119
Q9BZL1
P52758
Q61143
P42680
Q00059
P34760
Q8VDF2
O73790
Q5SM16
P0A898
Q0E7J7
P00934
Q46948
Q08446
P78423
P22217
P22213
P15907
P0A890
Q01477
P46096
P49040
Q8T9R8
Q9V3J8
Q96Q11
Q96ES7
P01241
Q6PHR2
P01246
Q8N0Z6
P68036
Q8GBB2
Q9UN37
Q12339
P07813
Q9H040
P0A8P6
O75317
P53207
P0A8P8
Q8N6T7
P26342
P05543
P45563
O43765
O22822
P00750
P25582
O95551
Q12208
O23680
Q9FN03
Q13336
P0A9T4
Q96RL1
P0DN71
Q9VV74
P21507
P49268
Q8VXY9
Q8GXV5
Q6R5N8
Q8IXJ6
P04437
P9WLH5
Q15649
P48023
P25294
Q12118
P16120
P77173
P62318
P62316
P0AGD7
P62314
Q02354
P0AGD3
P50232
P0AGD1
Q16594
Q9WZC2
Q08826
Q5SXI5
Q6GPH4
Q9HD40
Q14849
E9QYP0
Q9H6I2
Q06091
P07911
P49675
P03018
O75191
P63316
Q9NWX6
P9WF19
Q9UT12
P10761
P20536
P77544
Q9Y2C9
Q15465
Q9R186
Q9H0M0
Q47149
Q8C6P8
P51784
P38684
Q8ZNR3
P13984
O35423
Q9WUP7
P9WJ63
P9WJ61
P38262
Q03656
P16649
O14544
P37802
Q03337
Q9N0F3
Q04837
Q9BRT9
P13188
Q06696
Q9NP84
P0ABZ6
O08722
Q8X5X6
P38319
Q8N2K1
P31412
P14868
Q8TAD8
O95238
P9WQ67
P41920
P77489
P53929
P39135
P09089
P53921
P08228
P53148
Q11176
P52630
Q72CX3
P52097
Q9I5I6
Q99176
P53853
Q5T1C6
P76387
P08138
Q14186
Q14188
P0A8A0
P23193
P17993
P0AGG2
P9WPI9
P45379
Q9H299
P98170
P76562
Q5SK82
P53215
Q1LK00
Q9XI47
Q01085
Q01083
P04053
P14079
O05515
Q86Y07
P61812
Q9H900
O43715
Q9FX53
P62328
P00749
P38863
F5HF68
Q5HZ00
P38806
Q9Y5W7
Q99598
Q99594
Q9Y5W9
P41273
Q99593
Q99757
Q91ZM2
Q20363
Q05567
P60472
Q7TQN3
O14836
P40014
Q9BYX2
Q9UUC6
Q9HCH5
Q9DBG9
Q12104
Q12109
P0AGE9
Q9D777
P22203
P25446
P25445
Q13077
P50226
P50225
P35129
Q15583
P36145
Q76EQ0
Q9BRG1
P75838
Q96BZ9
Q06263
Q53H47
P40381
P9WGE7
P9WGE9
Q16763
P38789
Q8N5A5
P47897
Q9BW30
O00161
P9WJ03
Q5ZSQ2
Q9NZC7
O87008
O87009
Q15459
Q04195
Q8I0P1
P55072
P69506
Q9ZVL6
F8J4S0
P30680
Q8IUC6
Q658P3
O95149
Q9UQ90
P9WFR9
P54116
O67577
P9WFQ9
Q03322
Q9C035
P51687
P51688
P29340
Q9NP99
P70062
Q91YR1
P0A8N3
P06533
P0DJ46
P0A8N5
P55853
Q86T82
P55854
Q90999
P77754
Q9STE8
Q08686
Q9USV1
P39304
Q4JC68
P39301
P39300
O81235
P53135
P25942
Q9Y6N9
P32527
P91938
Q86VN1
P09327
P51996
Q9PTN2
Q12483
P21731
O75674
Q08465
P28347
P21734
Q91VH2
Q9WTV6
P52917
P32780
Q05776
Q86VP1
P53044
P15923
Q9UGK3
Q9UIK5
Q8GZB6
P79005
Q8N0X7
P26497
Q04773
Q8IYB3
P53262
Q96LR5
O75663
Q8IYB8
P26369
P26368
P18113
Q6PI48
Q92890
Q01081
Q05086
P20065
P20062
O43704
P20061
O43709
P52286
P12931
Q96DI7
Q9GZT4
P16035
Q02208
Q04299
P23510
Q9Y5X3
Q9Y5X0
Q9Y5X1
O09164
Q96RJ3
Q99720
Q84WK4
Q13190
Q8K1B8
Q03405
Q6ZMU5
Q15661
Q8TAF3
P76049
Q9Y5J7
P19339
P19623
P58004
P04693
P04692
P42844
P0AGF4
P26639
O59791
P33362
P19934
Q94EG6
Q13509
P01123
Q13507
Q13501
Q12009
O14994
O43435
Q12000
Q12004
P05852
Q06520
O00910
P07174
Q96DU3
Q9LZJ3
P22803
Q5JD38
Q5D1E7
P22808
P61088
O95045
Q9LL85
Q9P0N9
Q8WXE9
Q16629
P50616
P19814
P55222
Q96T88
O60880
P51965
P50586
O74536
Q8TBZ6
P69332
P41274
Q64105
Q9C026
P40517
P29353
P32909
Q9BRZ2
P48836
P0AA25
P37173
Q9NSD9
P58753
Q9VAN6
O34919
Q96QE5
Q9DC40
Q96H20
Q9C0L9
P11831
O94316
O15105
Q12874
O00755
Q9BU02
Q9Z2Q7
Q13188
P38241
P49903
P83256
P83257
P39111
Q8IZU3
Q9Y6A5
P08240
Q9FMD5
P70340
P00909
P21707
Q14BN4
Q9UJ37
Q60769
Q9LMA8
Q9Y6W5
P43075
Q19905
Q39255
Q8K1S3
Q59034
O75478
P09758
Q5JI69
Q96QK1
P05452
P48607
Q03497
P24604
P25604
P54274
P46595
Q13291
Q8WV41
P76502
P0A8U0
P32318
P53277
Q7TS55
Q9WV89
P41814
P32795
O14229
P32793
P43672
Q9STX2
P00763
O43516
O62301
Q9UHB9
P41250
P39929
Q8RY79
Q9Y5Y6
Q9V429
P38882
P27391
Q8WVY7
Q9JMA1
P10827
P19634
P40032
P10828
P59534
O43463
Q6P6M7
Q13472
P19320
Q8VHK8
Q15672
P0AGG8
P22735
O14933
P26602
P0AG11
P75853
Q9NZC2
P40722
E7EZF3
Q9NZC9
P06534
P07273
P97401
P61010
P61011
P74857
P36941
O22265
P25554
O15455
Q03390
Q8L7L8
P9WLM7
P36015
Q9Y5K5
P36017
P56962
Q96PU4
Q9UUD1
Q92783
P61278
P0AGE0
Q7Z699
Q7Z698
P07101
Q13454
P40343
P9WGI1
P48606
Q96L92
Q8TBK2
P22812
Q15431
P0ACI3
Q16637
Q99J99
Q06339
P60879
Q06330
Q9H0F6
O54928
P50607
Q6NZY4
Q9XIC7
Q9BVS5
P47985
P50591
P0CG48
Q15544
Q15545
Q15542
Q15543
P0AA31
P39926
Q9NQW7
Q96EB6
Q9UBH6
Q9UQF0
Q03012
O00294
Q9NZQ3
P0C093
Q07955
P57744
Q04207
Q04206
P51649
P40337
O88393
Q8BL48
A2QTU5
Q8BJS4
Q15046
P39325
O15119
Q03784
Q03782
Q8ND25
Q3UND0
P38506
Q9Y2K6
P57105
Q04372
Q8C0E2
P09184
Q5EPH2
Q9BVA1
Q96SB4
O60504
O60507
Q96AX1
Q05919
P07437
Q9LVM5
O15205
Q9I841
Q39249
P23381
Q9UGI0
P42592
Q9UGI8
P53061
F1M391
P01286
P01282
O13985
O75865
O14246
O08816
Q86XR7
P25638
P25637
Q99385
Q13285
P9WN23
Q13049
P08560
P9WN25
P23497
O75604
Q13043
P0CG63
P23254
P41807
P23258
Q10657
P04004
P54860
P01375
P01374
Q70IY1
Q02223
Q9UID3
Q9JI51
O43508
Q8NFZ5
P76204
O43291
O43290
Q9NJG9
Q94AG2
Q9NYB0
P76194
Q3TBT3
B5KM66
O43617
O43615
A0R6E0
P42937
Q63584
Q4F883
Q9VKD7
Q3U4G3
D6VTK4
Q9HCM9
Q498M4
Q9Y818
P9WPV9
Q9C9C9
Q13263
Q02793
P9WG35
P33679
P11473
P75862
Q12024
P48775
D7A6E5
Q80VL1
P36952
P54136
Q91WD2
P20334
Q9H5Q4
Q9Y5L0
Q06831
P9WGH5
P9WGH7
P60992
Q15428
P84907
P03122
P49588
Q15427
Q9H6E5
O82392
P0AAB4
P47974
Q8NBS9
P50637
Q60803
Q2YD98
Q60770
Q9RFC8
O14508
P17789
P47992
P55089
Q15554
P25397
P07604
Q96GM8
Q03067
Q9WUF4
Q07011
P35131
P38353
Q9ER39
P31129
Q9Y6Q6
E9PYI1
Q00788
Q61510
Q9FMT4
Q07307
Q99LG4
Q9P7M3
Q5SK28
Q23229
Q04305
P96917
P00962
P17559
Q60598
Q03518
Q03519
P46467
Q15388
P56280
P50552
O15273
Q9P2M4
P32241
P39007
P08067
G3XD23
Q9UYB2
P53814
Q9Y4K3
P35269
P0DMM9
P35260
P15498
P76344
Q01130
O53778
Q38814
P25976
Q6WNK7
Q8IX90
Q59H18
Q05322
Q05320
P24627
P25623
P08395
G5EF60
Q8VCQ6
P28289
P60508
Q9BSI4
P23246
P04015
Q8CIV8
Q93ZM9
Q7KZF4
P24752
P25714
P0CE12
Q9HZ76
Q9NPD8
P46937
Q9NYA1
P46938
Q3YBR2
P27870
P0A823
Q8E372
Q15637
Q15631
Q15633
P97797
P06886
Q16831
O95470
P9WG25
P0AEU7
P40984
Q9H3S4
Q8R183
P43403
Q8WUJ0
P17312
P11441
P61077
P40748
P36100
Q9JJ11
P0ACS2
Q9NUW8
P04802
Q9Z200
P23721
O88878
Q06224
Q8IUQ4
P63165
Q86YW5
Q96FV9
Q96BD8
P12081
P30530
Q96BD6
O14656
Q9QUK6
P0A9M5
P40363
P40362
P49591
P38634
P51534
P06463
O35324
Q9HCB6
P0AAC0
O70404
P50623
Q56061
Q9XI90
Q6ZT98
Q9H6P5
P0AD49
P30626
Q15561
Q15562
Q9NSY2
Q60343
Q04120
P35127
P51668
Q04887
Q9S7P5
P02557
P40413
P27828
Q12824
Q07688
Q570C0
A7LXT4
A7LXT5
Q5AP80
Q04311
Q9P371
P02774
O01479
P00958
P00959
P00954
P17542
P00957
Q7ZVE3
Q12241
P77667
O95863
Q15399
P9WFK1
B8X8Z0
Q5SPW0
P57768
P39015
O95881
Q8W595
O06553
Q62747
P17433
P35270
Q9P202
Q9H3N1
P51865
P0A927
Q9Y4R8
P0A8D6
A0QYB5
Q61234
A0QYB3
P14916
P76584
Q99MB1
B0TZW0
Q09176
Q39193
Q62296
P09012
Q8BGG7
P32613
P32610
P08542
P00734
P00735
Q5AD07
P0CG47
O75934
Q09778
P43680
D0ZVG2
Q3URR7
O75716
Q86TV6
P9WKZ3
Q47N25
P0A858
P20333
P0A853
P0A850
P0A855
Q9HCS7
Q15628
Q86Y38
P16140
P00447
Q9NZ09
P63280
Q13485
Q9NZ01
P36370
P9WG57
Q70CQ3
P9WG59
Q3UZZ6
P21889
P21888
Q41951
O95793
O14796
Q6PML9
P36116
Q9BWD1
Q5T4F4
Q8GMG0
Q80VJ2
Q5MJ70
P04818
P33981
Q6ZN44
Q9V0Q0
P9WGD5
Q29495
P9WQG7
Q9BQ65
P49765
P49767
Q8BVK9
O16259
P40080
P21262
A2RUC4
P0AGL2
P09959
P84103
P09956
Q9LL45
P09951
P30613
Q9CZL5
O14770
P20933
Q9V535
O34790
Q8RSY1
Q60358
P9WFZ5
Q9S508
P83851
P25373
P9WHR7
Q03048
P23919
P9WHR3
Q9VCR6
Q9WUD1
Q9NXR8
O88188
Q00539
Q8IVI9
Q07749
Q00535
Q00534
Q00536
Q9C552
Q00532
O00244
O54786
O55043
P77788
P01948
Q13835
P40422
P40424
P40427
P40429
P01942
Q03818
Q13838
P01946
P9WJH7
O00212
P03891
P03893
P48960
P03897
P02768
Q55DL0
P05386
P05387
P02760
P02763
P52477
O53168
Q7L266
P34047
Q9UJ70
Q9UJ71
Q5EBH1
P10477
O15259
P21189
P38377
Q08746
Q08745
Q9H0S4
P39023
P32915
P32910
P9WFF7
P0A8G6
Q96CS3
A5HAK0
Q11T61
P62807
Q04432
P62805
Q9UK17
Q04437
P9WI77
P9WKJ1
Q9WXT2
Q92837
Q9H3M9
P9WI71
Q92838
P04385
P00549
P04386
Q80W68
Q46822
Q9XZT6
P78587
Q2L4H3
P01236
Q9XJ36
O43570
Q09161
P01239
Q9CYR6
P04037
P04036
P04035
P60520
P53704
P04039
Q8DG60
P00724
P00729
Q14566
Q14565
O08912
Q9WUD8
P41218
P41214
Q63009
P41212
Q92520
P96559
P96558
Q9BQP7
Q9H4P4
P23352
P0AEE3
C0LGW6
P27115
Q02878
P0AEE8
P27448
P31994
Q9H211
P06865
P15357
Q13232
P53042
Q13231
Q13237
Q15762
P10916
P10912
Q15768
P23743
Q65CJ7
P40165
Q8WUF5
P40161
P40160
Q96BT7
Q02297
Q02293
P0ADI4
P48147
P16554
P05804
Q66GT5
P77781
P0ACQ4
Q96A83
P50391
Q9Y5A7
Q13643
Q13642
P33734
P9WGM1
P9WGM7
P40307
P40306
Q6XQN6
Q02127
P30429
Q7M729
P0A9G4
P21673
P80147
P37344
Q03456
Q03188
Q5RKV6
P10645
P10644
P48556
P33883
Q8A861
O15066
P10643
P36894
B7PKZ1
P07093
Q9HC62
Q9R064
P16422
Q01968
P69054
Q06609
Q58DQ5
Q9Y291
Q9Y297
Q9Y294
Q9Y295
P9WK45
Q5RJ80
P16528
Q12522
Q12518
Q6Q899
P21457
P36898
P0AB65
P30281
P52868
P49795
O43143
Q9W3W8
P49799
Q96291
Q9JIL4
Q61097
P35070
Q9ZNV8
Q9ZNV9
O60814
O60547
P67775
Q9Y2T3
O60543
Q71RJ2
Q8IU60
P45148
P41948
Q9P0L2
Q92665
P58401
Q9P0L9
P58400
Q81IL5
P9WMF9
Q92731
Q08179
P43026
O60609
A9A1T2
Q5T2D3
P20138
P0A7G6
P0A7G2
P17695
P17694
P20132
P01009
P01008
Q01581
P05388
Q9BXB4
Q41560
Q8IYD1
P08034
Q9BXB1
Q13007
P78774
Q9JLB9
O75390
O75396
P08038
Q8TE68
P52644
Q92918
Q99075
P08525
P34704
B0T0B1
P30044
Q8WVD5
P35435
P42773
P42771
Q9KZF5
P98078
P54397
Q8Y8D7
Q5SLM3
Q8JFY9
Q99216
P15431
Q04609
Q9UI09
Q8N4X5
P28834
Q8WV16
P82172
Q9FRV0
P27305
Q02608
P07872
P19440
P19447
Q25519
P08237
P86705
Q16512
Q16513
J3BZS6
P20068
Q8TDX7
P11438
Q9NUT2
P11433
P19999
Q9ZFK4
P11436
Q9Z272
O14936
O43324
O14931
Q63639
P04839
P49406
P04525
P04527
P04526
P09803
Q9WVL0
Q7Z7F7
Q99PT1
P37088
Q99PT9
P47822
Q9UHY7
O14684
P0C0R7
Q8C9A2
Q9WY65
Q9VKJ9
Q9UNE7
P37146
P50091
P36130
Q00972
P23685
Q9BYM8
P22888
Q7L2H7
Q9BUI4
P22887
P50895
P50897
P39958
P17105
P20480
Q08162
P17109
P20486
Q64364
O95750
P01825
P01824
Q64368
O35820
O35795
P69910
P69913
P11859
O59425
Q10589
Q10588
P02293
P05019
Q69Z98
P06602
P01920
P01921
P06609
P08865
Q9VBP9
Q9H2K0
Q9ESN4
Q8H1R0
Q9NQ50
Q5RJI5
Q9WVT6
P9WJN3
Q8AYD0
P56556
P9WJN5
P14907
P62806
O95340
Q9Y6G3
P11349
P31547
P31545
P31016
P10451
Q9SQR3
P43235
Q88JX8
Q12983
P29460
Q14155
Q53G59
O43674
P29466
P29469
P29468
Q12988
Q00518
Q05754
Q09490
P28335
Q92831
P28331
P62829
Q92830
P70434
P0A8I8
P62820
P9WKJ7
Q9NP56
P62826
P18615
P9WI55
P51858
P51857
P9WKD7
P21453
P9WKD1
P9WKD3
P02743
P02741
O43913
P02747
Q9Y6G9
P02745
O43918
Q9I4X3
P02749
P02748
P0ABF6
P01210
P53725
Q9UKX7
P01215
Q18PE0
Q6PHW0
P43490
P04387
P9WI79
O14104
Q5P5I4
Q2IAL6
Q9UHD4
Q92506
P08191
P08194
P08195
P9WPA7
O60016
P01012
P20309
D3Z7P3
P0AEK4
P0AEK7
P0AEK0
P0AEK2
P82615
Q15256
P82610
Q13216
Q13217
Q05498
P67701
Q99685
P03508
P11229
P63018
